Name,Preferred Subject,Age,Proficiency,name,age,subject,score
Thomas Robinson,Health,18.0,10.0,,,,
Karen Martin,Math and Logic,18.0,4.0,,,,
Karen Garcia,Data Science,17.0,10.0,,,,
Andrew Wilson,Math and Logic,12.0,7.0,,,,
Christopher Sanchez,Information Technology,18.0,5.0,,,,
Donna Jones,Information Technology,18.0,10.0,,,,
Richard Rodriguez,Data Science,18.0,10.0,,,,
William Wilson,Arts and Humanities,18.0,0.0,,,,
Emily Miller,Social Sciences,15.0,5.0,,,,
Karen Martinez,Language Learning,16.0,5.0,,,,
Jennifer Martinez,Math and Logic,12.0,7.0,,,,
Andrew Robinson,Language Learning,12.0,10.0,,,,
Sandra Moore,Health,18.0,7.0,,,,
Barbara Gonzalez,Personal Development,14.0,7.0,,,,
Margaret Brown,Physical Science and Engineering,16.0,9.0,,,,
William Taylor,Language Learning,15.0,1.0,,,,
Mark Thompson,Physical Science and Engineering,12.0,7.0,,,,
Christopher Taylor,Math and Logic,12.0,4.0,,,,
Daniel Anderson,Physical Science and Engineering,12.0,3.0,,,,
Daniel Wilson,Language Learning,18.0,1.0,,,,
Sandra Wilson,Physical Science and Engineering,13.0,2.0,,,,
Anthony Anderson,Data Science,18.0,10.0,,,,
Mary Robinson,Data Science,16.0,4.0,,,,
Emily Smith,Personal Development,14.0,3.0,,,,
Anthony Williams,Math and Logic,18.0,4.0,,,,
William Martin,Social Sciences,17.0,10.0,,,,
Karen Sanchez,Data Science,15.0,5.0,,,,
Jessica Jackson,Math and Logic,12.0,3.0,,,,
Steven Lopez,Physical Science and Engineering,14.0,5.0,,,,
William Martin,Data Science,15.0,3.0,,,,
Paul Lewis,Physical Science and Engineering,15.0,8.0,,,,
Andrew Lewis,Computer Science,18.0,1.0,,,,
Charles Johnson,Arts and Humanities,14.0,1.0,,,,
Betty Jones,Computer Science,15.0,5.0,,,,
Betty Perez,Language Learning,15.0,7.0,,,,
James Anderson,Physical Science and Engineering,17.0,5.0,,,,
Kimberly Anderson,Information Technology,14.0,0.0,,,,
Patricia Williams,Physical Science and Engineering,12.0,9.0,,,,
Patricia Rodriguez,Personal Development,17.0,2.0,,,,
Michael Hernandez,Computer Science,14.0,7.0,,,,
Joshua Brown,Information Technology,12.0,2.0,,,,
Charles Jackson,Computer Science,16.0,0.0,,,,
Donald Thompson,Business,17.0,9.0,,,,
Nancy Ramirez,Physical Science and Engineering,16.0,4.0,,,,
Patricia Brown,Business,15.0,8.0,,,,
Donna Perez,Language Learning,12.0,0.0,,,,
Steven White,Math and Logic,17.0,3.0,,,,
Patricia Thompson,Business,12.0,6.0,,,,
Susan Taylor,Physical Science and Engineering,15.0,9.0,,,,
Elizabeth Moore,Social Sciences,15.0,5.0,,,,
Ashley Jones,Personal Development,17.0,7.0,,,,
Joseph Lewis,Computer Science,14.0,10.0,,,,
Elizabeth Martinez,Social Sciences,14.0,5.0,,,,
Karen White,Information Technology,16.0,6.0,,,,
James Sanchez,Information Technology,17.0,2.0,,,,
Ashley Martin,Social Sciences,17.0,9.0,,,,
Richard Brown,Social Sciences,13.0,4.0,,,,
Robert Smith,Information Technology,13.0,3.0,,,,
Elizabeth Martin,Health,14.0,3.0,,,,
Linda Taylor,Physical Science and Engineering,17.0,9.0,,,,
Michael Davis,Math and Logic,13.0,1.0,,,,
Susan Brown,Health,14.0,6.0,,,,
Donald Smith,Physical Science and Engineering,16.0,8.0,,,,
Steven Anderson,Data Science,17.0,6.0,,,,
Betty Johnson,Social Sciences,15.0,7.0,,,,
Linda Martinez,Information Technology,16.0,0.0,,,,
Betty Thomas,Language Learning,16.0,8.0,,,,
Barbara Clark,Social Sciences,14.0,8.0,,,,
Jessica Clark,Computer Science,12.0,5.0,,,,
Paul Rodriguez,Information Technology,14.0,5.0,,,,
Michelle Perez,Computer Science,14.0,0.0,,,,
Mark Ramirez,Physical Science and Engineering,18.0,6.0,,,,
Michelle Brown,Personal Development,12.0,9.0,,,,
Margaret Jones,Social Sciences,17.0,4.0,,,,
Mary Garcia,Personal Development,14.0,3.0,,,,
Elizabeth Clark,Information Technology,18.0,9.0,,,,
Jessica Garcia,Health,15.0,10.0,,,,
Steven White,Social Sciences,15.0,4.0,,,,
Paul Miller,Social Sciences,18.0,4.0,,,,
Donald Thomas,Personal Development,17.0,1.0,,,,
Charles Martinez,Health,16.0,0.0,,,,
Michael Jackson,Business,18.0,1.0,,,,
Ashley Lopez,Physical Science and Engineering,13.0,0.0,,,,
Sarah Gonzalez,Health,15.0,4.0,,,,
Matthew Thompson,Information Technology,14.0,2.0,,,,
Michael Anderson,Language Learning,14.0,7.0,,,,
Anthony Clark,Language Learning,12.0,9.0,,,,
Margaret Jones,Business,13.0,7.0,,,,
Mary Martinez,Health,18.0,4.0,,,,
Sandra Brown,Health,17.0,9.0,,,,
Andrew Gonzalez,Computer Science,17.0,3.0,,,,
James Jackson,Language Learning,14.0,5.0,,,,
Karen Johnson,Health,13.0,4.0,,,,
Michelle Anderson,Arts and Humanities,18.0,9.0,,,,
John Robinson,Computer Science,16.0,2.0,,,,
Daniel Jones,Computer Science,15.0,1.0,,,,
Sandra Lewis,Health,12.0,0.0,,,,
Sandra Rodriguez,Health,15.0,1.0,,,,
James Garcia,Math and Logic,18.0,8.0,,,,
Daniel Taylor,Language Learning,17.0,1.0,,,,
Steven Miller,Personal Development,16.0,8.0,,,,
Daniel Lewis,Data Science,16.0,8.0,,,,
Kimberly Gonzalez,Arts and Humanities,13.0,10.0,,,,
Steven Williams,Business,14.0,9.0,,,,
Barbara Lee,Language Learning,18.0,6.0,,,,
Elizabeth Lopez,Information Technology,15.0,9.0,,,,
Andrew Hernandez,Language Learning,12.0,9.0,,,,
Sandra Thompson,Language Learning,14.0,10.0,,,,
William Rodriguez,Data Science,12.0,1.0,,,,
Karen Robinson,Language Learning,18.0,3.0,,,,
Betty Williams,Computer Science,13.0,2.0,,,,
Donald Gonzalez,Physical Science and Engineering,14.0,10.0,,,,
Donald Martin,Data Science,12.0,9.0,,,,
Barbara Jackson,Information Technology,18.0,3.0,,,,
Steven Harris,Language Learning,17.0,5.0,,,,
Kimberly Rodriguez,Information Technology,18.0,7.0,,,,
William Thompson,Health,13.0,5.0,,,,
Christopher Jackson,Business,16.0,3.0,,,,
Donna Lopez,Social Sciences,14.0,8.0,,,,
Donna Martin,Language Learning,18.0,4.0,,,,
Betty Williams,Arts and Humanities,17.0,8.0,,,,
John Smith,Data Science,15.0,10.0,,,,
David Davis,Physical Science and Engineering,15.0,1.0,,,,
Michael Perez,Math and Logic,17.0,1.0,,,,
Michael Thomas,Computer Science,13.0,1.0,,,,
Donald Hernandez,Physical Science and Engineering,18.0,5.0,,,,
Joseph Harris,Data Science,15.0,7.0,,,,
Jessica Brown,Computer Science,18.0,0.0,,,,
Barbara White,Information Technology,18.0,3.0,,,,
Matthew Harris,Social Sciences,14.0,4.0,,,,
Anthony Robinson,Arts and Humanities,16.0,7.0,,,,
Robert Johnson,Physical Science and Engineering,18.0,5.0,,,,
Michelle Rodriguez,Math and Logic,12.0,6.0,,,,
Linda Johnson,Health,17.0,0.0,,,,
Robert Anderson,Physical Science and Engineering,15.0,10.0,,,,
Lisa Martin,Health,18.0,1.0,,,,
Mary Robinson,Information Technology,18.0,6.0,,,,
Barbara Hernandez,Language Learning,13.0,4.0,,,,
Michael Thompson,Business,16.0,10.0,,,,
Mark Gonzalez,Computer Science,17.0,2.0,,,,
William Lee,Language Learning,14.0,6.0,,,,
Andrew Moore,Personal Development,16.0,2.0,,,,
Richard Miller,Computer Science,13.0,4.0,,,,
Thomas Thomas,Physical Science and Engineering,18.0,5.0,,,,
Mark Perez,Arts and Humanities,17.0,5.0,,,,
Charles Davis,Math and Logic,15.0,4.0,,,,
Richard White,Information Technology,18.0,6.0,,,,
David Wilson,Health,16.0,2.0,,,,
Kimberly Sanchez,Social Sciences,18.0,0.0,,,,
Richard Williams,Social Sciences,12.0,2.0,,,,
Donna Smith,Arts and Humanities,17.0,1.0,,,,
Michael Miller,Information Technology,15.0,3.0,,,,
John Sanchez,Computer Science,13.0,5.0,,,,
William Lewis,Information Technology,14.0,4.0,,,,
James Lopez,Information Technology,16.0,6.0,,,,
Anthony Jackson,Arts and Humanities,14.0,9.0,,,,
Paul Ramirez,Data Science,13.0,2.0,,,,
Robert Hernandez,Personal Development,12.0,2.0,,,,
Barbara Perez,Arts and Humanities,17.0,10.0,,,,
Kimberly Thomas,Personal Development,18.0,3.0,,,,
Richard Clark,Computer Science,12.0,9.0,,,,
Susan Jackson,Social Sciences,12.0,4.0,,,,
Donald Taylor,Health,18.0,0.0,,,,
Daniel Lopez,Health,12.0,7.0,,,,
Michelle Lewis,Arts and Humanities,18.0,1.0,,,,
Emily Ramirez,Data Science,18.0,7.0,,,,
William Sanchez,Personal Development,13.0,3.0,,,,
Robert Anderson,Personal Development,15.0,10.0,,,,
Margaret Lee,Personal Development,16.0,4.0,,,,
Matthew Ramirez,Social Sciences,16.0,3.0,,,,
Robert Jackson,Arts and Humanities,15.0,4.0,,,,
Jennifer Jones,Math and Logic,16.0,6.0,,,,
Kimberly Martinez,Arts and Humanities,14.0,6.0,,,,
Michael Brown,Social Sciences,12.0,0.0,,,,
Ashley Davis,Physical Science and Engineering,18.0,9.0,,,,
Patricia Martin,Business,16.0,5.0,,,,
Paul Hernandez,Personal Development,17.0,4.0,,,,
Mary Davis,Personal Development,13.0,7.0,,,,
Charles Robinson,Personal Development,12.0,10.0,,,,
Thomas Gonzalez,Personal Development,18.0,0.0,,,,
Daniel Williams,Business,14.0,10.0,,,,
David Martinez,Business,17.0,0.0,,,,
Robert Moore,Computer Science,16.0,6.0,,,,
Andrew Davis,Business,18.0,0.0,,,,
Kimberly Robinson,Language Learning,14.0,3.0,,,,
Michelle Taylor,Personal Development,13.0,9.0,,,,
Karen Gonzalez,Language Learning,18.0,8.0,,,,
Michelle Johnson,Physical Science and Engineering,17.0,1.0,,,,
Paul Thompson,Information Technology,15.0,0.0,,,,
Linda Jackson,Health,15.0,7.0,,,,
Donald Robinson,Personal Development,14.0,9.0,,,,
Thomas Lee,Business,16.0,5.0,,,,
Mary Johnson,Language Learning,15.0,1.0,,,,
Nancy Wilson,Health,18.0,6.0,,,,
Thomas Miller,Math and Logic,15.0,3.0,,,,
Nancy Lewis,Physical Science and Engineering,12.0,5.0,,,,
Patricia Jones,Data Science,13.0,2.0,,,,
Susan Moore,Computer Science,15.0,1.0,,,,
Nancy Robinson,Computer Science,14.0,4.0,,,,
Patricia Davis,Language Learning,15.0,10.0,,,,
Ashley Williams,Personal Development,13.0,1.0,,,,
Andrew Lewis,Arts and Humanities,12.0,2.0,,,,
Michelle Thompson,Math and Logic,13.0,0.0,,,,
John Lopez,Language Learning,17.0,2.0,,,,
Robert Wilson,Social Sciences,15.0,2.0,,,,
Joshua White,Social Sciences,13.0,4.0,,,,
Michelle Robinson,Data Science,14.0,10.0,,,,
Jennifer Lewis,Math and Logic,14.0,1.0,,,,
Emily Thomas,Social Sciences,17.0,7.0,,,,
William Rodriguez,Arts and Humanities,14.0,5.0,,,,
John Brown,Social Sciences,13.0,6.0,,,,
John Thomas,Language Learning,17.0,1.0,,,,
Steven Davis,Language Learning,16.0,6.0,,,,
Daniel Wilson,Social Sciences,14.0,8.0,,,,
Donald Martinez,Personal Development,15.0,0.0,,,,
Joseph Smith,Math and Logic,16.0,9.0,,,,
Patricia Smith,Personal Development,18.0,5.0,,,,
Richard Moore,Information Technology,16.0,6.0,,,,
Joshua Ramirez,Personal Development,15.0,4.0,,,,
Matthew Perez,Physical Science and Engineering,17.0,10.0,,,,
Mary Moore,Information Technology,17.0,1.0,,,,
Donald Johnson,Data Science,17.0,8.0,,,,
Matthew Harris,Language Learning,13.0,5.0,,,,
Matthew Thompson,Physical Science and Engineering,13.0,4.0,,,,
William Wilson,Information Technology,12.0,1.0,,,,
Margaret Moore,Physical Science and Engineering,16.0,3.0,,,,
William Brown,Math and Logic,12.0,3.0,,,,
Mark Brown,Personal Development,17.0,10.0,,,,
Michelle Lewis,Physical Science and Engineering,13.0,3.0,,,,
Lisa Lopez,Language Learning,13.0,6.0,,,,
Richard Hernandez,Data Science,13.0,6.0,,,,
Margaret Robinson,Language Learning,14.0,5.0,,,,
Patricia Davis,Computer Science,15.0,0.0,,,,
Joseph Williams,Personal Development,17.0,2.0,,,,
Donna Smith,Business,15.0,8.0,,,,
Joseph Wilson,Data Science,12.0,5.0,,,,
Paul Jackson,Data Science,15.0,9.0,,,,
John Sanchez,Computer Science,17.0,1.0,,,,
James Ramirez,Information Technology,18.0,5.0,,,,
Jessica Clark,Personal Development,17.0,6.0,,,,
Patricia Williams,Information Technology,12.0,5.0,,,,
Patricia Jones,Language Learning,15.0,8.0,,,,
Mark Garcia,Personal Development,13.0,1.0,,,,
Charles Johnson,Math and Logic,18.0,7.0,,,,
Christopher Lopez,Math and Logic,12.0,10.0,,,,
Joshua Lee,Math and Logic,15.0,9.0,,,,
Jessica Martinez,Computer Science,14.0,1.0,,,,
William Martin,Data Science,14.0,10.0,,,,
Betty Thomas,Social Sciences,18.0,5.0,,,,
Linda Perez,Language Learning,14.0,7.0,,,,
Robert Williams,Language Learning,15.0,8.0,,,,
Thomas Moore,Health,15.0,2.0,,,,
Susan Thomas,Math and Logic,15.0,9.0,,,,
Daniel Lewis,Personal Development,13.0,0.0,,,,
Joseph Anderson,Information Technology,17.0,5.0,,,,
Karen Lopez,Computer Science,15.0,2.0,,,,
Emily Martinez,Information Technology,13.0,4.0,,,,
Jessica Taylor,Business,15.0,9.0,,,,
Sarah Hernandez,Physical Science and Engineering,13.0,2.0,,,,
Paul Taylor,Personal Development,15.0,2.0,,,,
Michael Johnson,Language Learning,15.0,1.0,,,,
Daniel Lewis,Social Sciences,16.0,9.0,,,,
Anthony Thompson,Social Sciences,14.0,1.0,,,,
Michelle Thomas,Physical Science and Engineering,17.0,10.0,,,,
Sarah Williams,Computer Science,12.0,10.0,,,,
Susan Robinson,Social Sciences,16.0,1.0,,,,
William Clark,Health,16.0,10.0,,,,
Kimberly Davis,Arts and Humanities,16.0,4.0,,,,
Karen White,Information Technology,16.0,2.0,,,,
Emily Miller,Data Science,15.0,9.0,,,,
Linda Lopez,Language Learning,18.0,9.0,,,,
Elizabeth Johnson,Arts and Humanities,15.0,9.0,,,,
Jessica Thompson,Language Learning,14.0,4.0,,,,
Mark Lee,Computer Science,18.0,8.0,,,,
Sandra Brown,Computer Science,15.0,1.0,,,,
Mary Thomas,Data Science,18.0,4.0,,,,
John Rodriguez,Health,18.0,1.0,,,,
Sarah Jackson,Math and Logic,14.0,4.0,,,,
Matthew Martinez,Business,16.0,0.0,,,,
Jennifer Johnson,Health,14.0,1.0,,,,
Sarah Ramirez,Language Learning,17.0,3.0,,,,
Michelle Gonzalez,Language Learning,14.0,8.0,,,,
Ashley Smith,Physical Science and Engineering,17.0,5.0,,,,
Matthew Gonzalez,Arts and Humanities,13.0,6.0,,,,
Mark Johnson,Language Learning,14.0,9.0,,,,
Joseph Miller,Computer Science,18.0,9.0,,,,
Matthew Garcia,Computer Science,16.0,3.0,,,,
Margaret Moore,Personal Development,17.0,9.0,,,,
Patricia Perez,Health,14.0,1.0,,,,
Karen Johnson,Personal Development,13.0,4.0,,,,
Paul Harris,Information Technology,16.0,2.0,,,,
Daniel Robinson,Language Learning,14.0,6.0,,,,
Mary Robinson,Computer Science,18.0,5.0,,,,
Joshua Harris,Social Sciences,13.0,2.0,,,,
Nancy Robinson,Physical Science and Engineering,15.0,0.0,,,,
Thomas Sanchez,Personal Development,17.0,1.0,,,,
Donna Miller,Business,15.0,2.0,,,,
Mary Hernandez,Business,18.0,0.0,,,,
Michelle Wilson,Personal Development,14.0,1.0,,,,
Margaret Sanchez,Math and Logic,18.0,7.0,,,,
Patricia Sanchez,Personal Development,18.0,4.0,,,,
Michael Moore,Math and Logic,12.0,0.0,,,,
Matthew White,Data Science,18.0,2.0,,,,
Charles Ramirez,Computer Science,18.0,0.0,,,,
Paul Anderson,Information Technology,13.0,9.0,,,,
Margaret Jackson,Information Technology,15.0,8.0,,,,
Andrew Harris,Personal Development,15.0,10.0,,,,
Kimberly Rodriguez,Business,15.0,4.0,,,,
David Gonzalez,Physical Science and Engineering,15.0,4.0,,,,
Sandra White,Physical Science and Engineering,16.0,6.0,,,,
Jessica Jones,Data Science,15.0,9.0,,,,
James Rodriguez,Language Learning,14.0,8.0,,,,
Sarah Williams,Arts and Humanities,12.0,8.0,,,,
Jessica Harris,Arts and Humanities,14.0,8.0,,,,
Paul Martinez,Personal Development,18.0,6.0,,,,
Nancy Jackson,Health,13.0,6.0,,,,
Betty Johnson,Health,12.0,5.0,,,,
Michelle Rodriguez,Physical Science and Engineering,18.0,9.0,,,,
Lisa Rodriguez,Computer Science,15.0,4.0,,,,
Thomas Sanchez,Math and Logic,15.0,8.0,,,,
Joshua Smith,Math and Logic,15.0,1.0,,,,
Linda Martinez,Physical Science and Engineering,14.0,8.0,,,,
Andrew Perez,Language Learning,12.0,2.0,,,,
Christopher Clark,Language Learning,14.0,7.0,,,,
Thomas Ramirez,Business,16.0,2.0,,,,
Barbara Anderson,Information Technology,15.0,9.0,,,,
Sandra Smith,Business,14.0,1.0,,,,
Mark Smith,Math and Logic,13.0,3.0,,,,
Sandra Johnson,Physical Science and Engineering,14.0,10.0,,,,
Daniel Thomas,Health,12.0,6.0,,,,
Emily Miller,Data Science,12.0,7.0,,,,
Anthony Johnson,Math and Logic,14.0,10.0,,,,
Donna Williams,Arts and Humanities,18.0,5.0,,,,
Sarah Lewis,Business,15.0,9.0,,,,
Michelle Moore,Computer Science,18.0,1.0,,,,
Christopher Williams,Computer Science,13.0,6.0,,,,
Mark Garcia,Personal Development,17.0,4.0,,,,
Thomas Harris,Health,18.0,4.0,,,,
Sarah Rodriguez,Personal Development,13.0,10.0,,,,
Ashley Jones,Computer Science,12.0,9.0,,,,
Joseph Lee,Business,16.0,1.0,,,,
Barbara Jones,Health,16.0,5.0,,,,
Michelle Lee,Language Learning,12.0,3.0,,,,
Patricia Davis,Data Science,18.0,2.0,,,,
Linda Lee,Personal Development,12.0,1.0,,,,
John Garcia,Information Technology,17.0,8.0,,,,
Steven Ramirez,Social Sciences,17.0,10.0,,,,
Mark Jackson,Data Science,12.0,0.0,,,,
Christopher Johnson,Math and Logic,16.0,1.0,,,,
Emily Thompson,Physical Science and Engineering,18.0,1.0,,,,
Joseph Johnson,Physical Science and Engineering,14.0,3.0,,,,
Thomas Rodriguez,Computer Science,17.0,0.0,,,,
Mary Perez,Health,12.0,8.0,,,,
Daniel Moore,Arts and Humanities,18.0,5.0,,,,
John Martin,Business,15.0,2.0,,,,
Jessica Lopez,Personal Development,14.0,3.0,,,,
Michael Williams,Business,15.0,1.0,,,,
Steven Anderson,Language Learning,14.0,5.0,,,,
Linda Taylor,Physical Science and Engineering,17.0,6.0,,,,
Robert Davis,Language Learning,16.0,8.0,,,,
Susan Hernandez,Computer Science,13.0,2.0,,,,
Andrew Lopez,Language Learning,13.0,3.0,,,,
Anthony Williams,Computer Science,17.0,4.0,,,,
Margaret Lewis,Business,14.0,2.0,,,,
Charles Jones,Social Sciences,17.0,8.0,,,,
Mary Hernandez,Physical Science and Engineering,14.0,4.0,,,,
Joshua Sanchez,Business,14.0,0.0,,,,
Lisa Hernandez,Data Science,13.0,2.0,,,,
Anthony Lewis,Social Sciences,16.0,2.0,,,,
Lisa Thomas,Health,18.0,4.0,,,,
Charles Martin,Information Technology,14.0,6.0,,,,
Mary Garcia,Health,17.0,2.0,,,,
Lisa Johnson,Arts and Humanities,17.0,6.0,,,,
Charles Robinson,Computer Science,15.0,7.0,,,,
Elizabeth Robinson,Physical Science and Engineering,14.0,1.0,,,,
Donna Smith,Language Learning,13.0,10.0,,,,
Michael Martin,Information Technology,14.0,3.0,,,,
Susan Sanchez,Health,13.0,2.0,,,,
Christopher Taylor,Arts and Humanities,13.0,0.0,,,,
Steven Sanchez,Arts and Humanities,18.0,2.0,,,,
Donna Thompson,Data Science,17.0,5.0,,,,
Daniel Miller,Information Technology,13.0,3.0,,,,
Matthew Clark,Computer Science,15.0,4.0,,,,
Donna Johnson,Health,15.0,2.0,,,,
Elizabeth Gonzalez,Physical Science and Engineering,12.0,3.0,,,,
Jennifer Williams,Language Learning,17.0,8.0,,,,
Joseph Jackson,Personal Development,17.0,6.0,,,,
Steven Jackson,Arts and Humanities,17.0,7.0,,,,
Emily White,Personal Development,18.0,0.0,,,,
Anthony Moore,Health,12.0,7.0,,,,
Linda Ramirez,Health,18.0,7.0,,,,
Kimberly Sanchez,Physical Science and Engineering,12.0,6.0,,,,
Patricia Martin,Health,14.0,0.0,,,,
Donald Perez,Personal Development,15.0,4.0,,,,
Kimberly Taylor,Business,12.0,2.0,,,,
Mark Hernandez,Business,18.0,9.0,,,,
Sarah Miller,Math and Logic,16.0,3.0,,,,
Andrew Martinez,Physical Science and Engineering,17.0,10.0,,,,
Jessica Hernandez,Language Learning,12.0,10.0,,,,
Jessica Sanchez,Physical Science and Engineering,12.0,10.0,,,,
Lisa Davis,Arts and Humanities,12.0,10.0,,,,
Sandra Hernandez,Computer Science,17.0,9.0,,,,
Linda Thompson,Physical Science and Engineering,13.0,8.0,,,,
Jessica Anderson,Math and Logic,18.0,7.0,,,,
Anthony Lopez,Social Sciences,14.0,10.0,,,,
Jennifer Lopez,Information Technology,16.0,6.0,,,,
Emily Taylor,Math and Logic,18.0,6.0,,,,
Robert Robinson,Health,17.0,7.0,,,,
Lisa Lee,Computer Science,14.0,4.0,,,,
Donald Martin,Math and Logic,18.0,0.0,,,,
Joseph Anderson,Physical Science and Engineering,15.0,8.0,,,,
Anthony Davis,Arts and Humanities,12.0,7.0,,,,
Andrew Clark,Arts and Humanities,12.0,7.0,,,,
William Robinson,Health,16.0,2.0,,,,
Paul Davis,Personal Development,17.0,1.0,,,,
Anthony Perez,Information Technology,18.0,0.0,,,,
Donna Perez,Personal Development,16.0,7.0,,,,
William Martin,Data Science,16.0,10.0,,,,
Thomas Sanchez,Physical Science and Engineering,16.0,5.0,,,,
Charles Hernandez,Physical Science and Engineering,16.0,2.0,,,,
Christopher Brown,Computer Science,17.0,4.0,,,,
Jennifer Wilson,Computer Science,15.0,0.0,,,,
Anthony Taylor,Arts and Humanities,18.0,0.0,,,,
Elizabeth Jackson,Social Sciences,14.0,3.0,,,,
Ashley Lee,Health,12.0,3.0,,,,
Richard Lewis,Arts and Humanities,12.0,0.0,,,,
Barbara Lewis,Math and Logic,16.0,5.0,,,,
Sandra Smith,Personal Development,12.0,1.0,,,,
David Brown,Business,17.0,0.0,,,,
Anthony Rodriguez,Math and Logic,14.0,10.0,,,,
Emily Thompson,Data Science,16.0,9.0,,,,
Donald White,Language Learning,13.0,7.0,,,,
Michael Jones,Health,17.0,2.0,,,,
John Clark,Information Technology,15.0,4.0,,,,
Margaret Smith,Information Technology,18.0,7.0,,,,
David Williams,Data Science,14.0,2.0,,,,
William Taylor,Information Technology,15.0,5.0,,,,
Kimberly Robinson,Business,15.0,4.0,,,,
Matthew Lewis,Data Science,12.0,2.0,,,,
Margaret Lopez,Language Learning,14.0,6.0,,,,
William Gonzalez,Personal Development,17.0,5.0,,,,
Emily Davis,Arts and Humanities,14.0,4.0,,,,
Charles Brown,Math and Logic,15.0,1.0,,,,
Nancy Lewis,Arts and Humanities,15.0,6.0,,,,
Nancy Jackson,Arts and Humanities,15.0,10.0,,,,
Joshua Martin,Business,12.0,8.0,,,,
Michael White,Physical Science and Engineering,16.0,9.0,,,,
John Williams,Health,17.0,10.0,,,,
Daniel Anderson,Social Sciences,18.0,3.0,,,,
Anthony Lee,Data Science,17.0,9.0,,,,
Mark White,Language Learning,15.0,2.0,,,,
Margaret Martinez,Computer Science,16.0,7.0,,,,
Donald Thompson,Arts and Humanities,15.0,6.0,,,,
William White,Social Sciences,17.0,3.0,,,,
Barbara White,Social Sciences,12.0,9.0,,,,
Donna Robinson,Computer Science,14.0,8.0,,,,
Steven Williams,Math and Logic,17.0,5.0,,,,
Elizabeth Lewis,Arts and Humanities,15.0,2.0,,,,
James Jackson,Computer Science,17.0,3.0,,,,
Donna Lopez,Business,16.0,8.0,,,,
Sandra Gonzalez,Computer Science,15.0,10.0,,,,
Christopher Anderson,Personal Development,15.0,1.0,,,,
Barbara Taylor,Information Technology,17.0,8.0,,,,
Donna Rodriguez,Physical Science and Engineering,17.0,2.0,,,,
Michael Davis,Math and Logic,18.0,8.0,,,,
Karen Thomas,Health,18.0,9.0,,,,
Nancy Johnson,Physical Science and Engineering,18.0,3.0,,,,
Andrew Taylor,Language Learning,15.0,6.0,,,,
Kimberly Jackson,Math and Logic,16.0,10.0,,,,
Steven Ramirez,Social Sciences,13.0,3.0,,,,
Margaret Martinez,Arts and Humanities,17.0,10.0,,,,
Christopher Gonzalez,Social Sciences,16.0,10.0,,,,
Christopher Harris,Business,12.0,2.0,,,,
Barbara Jones,Physical Science and Engineering,17.0,7.0,,,,
John Clark,Computer Science,14.0,8.0,,,,
Susan Wilson,Business,17.0,10.0,,,,
Kimberly Rodriguez,Health,13.0,6.0,,,,
Andrew Lewis,Math and Logic,14.0,8.0,,,,
Michelle Hernandez,Language Learning,15.0,0.0,,,,
Michael Lopez,Language Learning,14.0,7.0,,,,
Charles Garcia,Business,16.0,0.0,,,,
Linda Martinez,Data Science,16.0,4.0,,,,
Sarah Thomas,Information Technology,14.0,2.0,,,,
Mark Davis,Health,12.0,10.0,,,,
David Martinez,Business,16.0,3.0,,,,
Thomas Martin,Social Sciences,17.0,5.0,,,,
Michael Robinson,Data Science,16.0,7.0,,,,
Joseph Perez,Information Technology,12.0,10.0,,,,
Sarah Jones,Arts and Humanities,14.0,3.0,,,,
Michael Miller,Health,17.0,1.0,,,,
Emily Clark,Arts and Humanities,13.0,8.0,,,,
Steven Harris,Data Science,17.0,9.0,,,,
David Smith,Language Learning,13.0,9.0,,,,
Joshua Lewis,Computer Science,17.0,5.0,,,,
John Lewis,Social Sciences,13.0,9.0,,,,
Paul Moore,Math and Logic,12.0,3.0,,,,
Richard Smith,Social Sciences,17.0,1.0,,,,
Ashley Clark,Math and Logic,13.0,1.0,,,,
Mary Lopez,Social Sciences,16.0,6.0,,,,
Susan Martinez,Information Technology,17.0,10.0,,,,
Andrew Wilson,Computer Science,13.0,9.0,,,,
Mark Taylor,Language Learning,15.0,9.0,,,,
William Clark,Personal Development,15.0,2.0,,,,
Sandra Martinez,Health,14.0,10.0,,,,
Linda Thompson,Personal Development,18.0,1.0,,,,
Linda Anderson,Physical Science and Engineering,12.0,10.0,,,,
Margaret Thomas,Health,14.0,3.0,,,,
Thomas Williams,Business,14.0,5.0,,,,
William Rodriguez,Personal Development,18.0,3.0,,,,
Linda Lopez,Arts and Humanities,15.0,4.0,,,,
Jennifer White,Personal Development,17.0,7.0,,,,
Joseph White,Business,13.0,0.0,,,,
Robert Hernandez,Arts and Humanities,16.0,5.0,,,,
David Taylor,Information Technology,16.0,0.0,,,,
Nancy Rodriguez,Arts and Humanities,15.0,7.0,,,,
Sandra Lee,Social Sciences,13.0,10.0,,,,
Steven Perez,Math and Logic,13.0,0.0,,,,
Robert Thompson,Personal Development,12.0,7.0,,,,
Christopher Lewis,Math and Logic,14.0,7.0,,,,
John Wilson,Business,12.0,5.0,,,,
Michael Robinson,Personal Development,14.0,0.0,,,,
Kimberly Hernandez,Data Science,12.0,8.0,,,,
Richard Clark,Data Science,13.0,8.0,,,,
Emily Perez,Language Learning,12.0,4.0,,,,
John Lee,Language Learning,16.0,9.0,,,,
James Davis,Social Sciences,15.0,4.0,,,,
William Jackson,Personal Development,15.0,10.0,,,,
